"baseMean";"log2FoldChange";"lfcSE";"stat";"pvalue";"padj";"symbol";"entrez"
"ENSG00000176092";34.6734982160396;-1.32532360586416;0.407975124973433;-3.24854022889378;0.00115998804860242;0.0227052277568288;"CRYBG2";"55057"
"ENSG00000176083";104.191779537866;-1.87235208593993;0.614576747430241;-3.04657163449298;0.0023146731769122;0.0372955615012015;"ZNF683";"257101"
"ENSG00000090273";5632.18079836407;0.534730895132618;0.164314803572461;3.25430748482018;0.00113669173730671;0.0223659128361142;"NUDC";"10726"
"ENSG00000142765";2916.60851563727;-1.04943001952858;0.341304899252385;-3.074758146828;0.00210673315374068;0.034866481755178;"SYTL1";"84958"
"ENSG00000237429";3.30571573666787;-1.64479455790647;0.558935879896247;-2.94272494764835;0.00325337329798327;0.0476274379856628;NA;NA
"ENSG00000126709";5408.97654174866;1.33483318775948;0.375180897527643;3.55783888933505;0.000373918528609496;0.00968946698740132;"IFI6";"2537"
"ENSG00000130775";2042.00482218343;-1.02910493980734;0.319876649530498;-3.21719306900901;0.00129451453913448;0.0246758578189989;"THEMIS2";"9473"
"ENSG00000186056";234.562729657032;-0.888875544177265;0.206433608061213;-4.30586643582614;1.66333399426126e-05;0.000789133170705949;"MATN1-AS1";"100129196"
"ENSG00000162511";6626.76628593699;-1.51443231702214;0.395010069003861;-3.83390813515525;0.000126123260082498;0.00409749795718021;"LAPTM5";"7805"
"ENSG00000182866";891.097216656141;-2.54051860452767;0.487868077537555;-5.20738847548825;1.91516871797361e-07;1.82300884750042e-05;"LCK";"3932"
"ENSG00000116497";2625.24873991222;-0.403391324006858;0.122957242914573;-3.28074470803742;0.00103533409276043;0.0208147941660507;"S100PBP";"64766"
"ENSG00000241014";508.851071591067;-0.73658143802914;0.251735712729807;-2.92601089468672;0.0034333891334061;0.0493131032236304;"LOC653160";"653160"
"ENSG00000163867";2164.5821132527;-0.414962628174366;0.12414290915006;-3.34262046068835;0.000829913254463281;0.0178970254420296;"ZMYM6";"9204"
"ENSG00000239636";27.31451888802;-1.86045082338383;0.437696688835376;-4.25054808692778;2.13248045056452e-05;0.000962805259621193;NA;NA
"ENSG00000116819";98.9577133467689;-1.08409877526603;0.329235767518733;-3.2927733928676;0.000992043961420818;0.0202812598925491;"TFAP2E";"339488"
"ENSG00000134698";2207.79326050652;-0.426515649999964;0.144052836167532;-2.96082785557884;0.00306813374591238;0.0456690485715015;"AGO4";"192670"
"ENSG00000116885";615.280002276933;0.519150771936717;0.144106727227904;3.60254362806868;0.00031511849091125;0.00859023144943931;"OSCP1";"127700"
"ENSG00000134690";98.1594375195791;-1.37938095302418;0.314082116728657;-4.39178443965932;1.12424133148206e-05;0.000561913865496106;"CDCA8";"55143"
"ENSG00000183682";575.776673441478;1.77735328345162;0.443739765927493;4.00539554920583;6.19137881485265e-05;0.002318973952345;"BMP8A";"353500"
"ENSG00000116983";36.2277920798381;-1.9017787586277;0.402187093851886;-4.72859220919723;2.26081945918575e-06;0.000142861802992818;"HPCAL4";"51440"
"ENSG00000084070";3965.62092570272;-1.85540420324784;0.380385020998461;-4.87770048982909;1.07329732890423e-06;7.51282994464136e-05;"SMAP2";"64744"
"ENSG00000204060";572.517796321899;0.783995052293741;0.252181371277088;3.10885395032734;0.00187814533684751;0.0322991288682597;"FOXO6";"100132074"
"ENSG00000117395";1946.22948426746;0.344090565372021;0.108668221851419;3.16643227900144;0.0015432127423594;0.0280907951622291;"EBNA1BP2";"10969"
"ENSG00000159479";1758.77377922249;0.371317049085953;0.119203698417746;3.114979266706;0.00183957839727595;0.0318005544917183;"MED8";"112950"
"ENSG00000117408";3475.38909400487;0.391023730984482;0.13031757278179;3.00054491990295;0.00269497000448408;0.0413360544974101;"IPO13";"9670"
"ENSG00000117450";21215.0365426227;0.734200028366691;0.250504976686125;2.93088000916893;0.00338003309708769;0.0488519387035078;"PRDX1";"5052"
"ENSG00000269113";328.297054825199;1.06021875385116;0.295594201508685;3.58673731906751;0.000334841326288272;0.00894759122370998;"TRABD2B";"388630"
"ENSG00000085840";59.1974322366874;-0.910956358853276;0.293317698661114;-3.10569857533812;0.00189830113455877;0.0324589946286195;"ORC1";"4998"
"ENSG00000182183";99.3055659628676;-2.32101919865357;0.421826693114795;-5.50230518015591;3.74857349566999e-08;4.87135274835132e-06;"SHISAL2A";"348378"
"ENSG00000230138";9.24375568513245;-3.36976426763012;0.792215168466858;-4.25359725710818;2.10363508887853e-05;0.000951218595635253;NA;NA
"ENSG00000058799";2306.39736663516;0.667830515287038;0.189916792362058;3.51643741967737;0.00043737975275654;0.0109855827144036;"YIPF1";"54432"
"ENSG00000116212";1474.60114361011;0.659006142704214;0.224488614293396;2.9355882692693;0.00332915878478583;0.0484918259836567;"LRRC42";"115353"
"ENSG00000088035";673.650756308565;-0.475195760168501;0.127114065834651;-3.73834128464298;0.000185238376901063;0.00561520268478282;"ALG6";"29929"
"ENSG00000226891";172.755298232967;-1.04511077997737;0.339881367515735;-3.0749281362974;0.00210553280158679;0.034866481755178;"LINC01359";"101927084"
"ENSG00000162594";2.12318471539878;-3.80697155490842;1.00220493213894;-3.79859590870648;0.000145518118896317;0.00461229168153979;"IL23R";"149233"
"ENSG00000162595";245.487948412647;1.26556311352163;0.368982080957099;3.4298768933139;0.000603855152868113;0.0141891719057194;"DIRAS3";"9077"
"ENSG00000024526";21.0391271633105;-1.4676980917647;0.501916701892209;-2.9241865955676;0.00345357655079395;0.0494604453889221;"DEPDC1";"55635"
"ENSG00000234184";27.2789412242015;-4.95864300169092;1.4526651740174;-3.413479644437;0.000641389497199642;0.014868675515925;"LINC01781";"101927412"
"ENSG00000153898";193.868107058662;-2.19493030621;0.455688333216312;-4.81673579553348;1.45925699865303e-06;9.80128818713269e-05;"MCOLN2";"255231"
"ENSG00000122417";2989.54305215816;-0.519429101763415;0.164033802118624;-3.16659795148673;0.00154233393316016;0.0280907951622291;"ODF2L";"57489"
"ENSG00000137975";45.0825745685848;-3.80413876746865;0.767736493320769;-4.95500578722554;7.23281364397693e-07;5.41808438608587e-05;"CLCA2";"9635"
"ENSG00000154451";776.414610490535;-2.75302720958759;0.499471783144089;-5.5118773522255;3.550262914165e-08;4.72375227784802e-06;"GBP5";"115362"
"ENSG00000231999";79.9209504901135;-1.15263618738209;0.26336323357761;-4.37660250341062;1.2054351579005e-05;0.000593562626597827;"LRRC8C-DT";"400761"
"ENSG00000162676";237.370800831195;-2.24284040549242;0.406931305877105;-5.51159464288001;3.55597130220417e-08;4.72375227784802e-06;"GFI1";"2672"
"ENSG00000122483";239.079887400333;-0.730804956255987;0.249709161297977;-2.92662452773978;0.00342662294302019;0.0492869745639704;"CCDC18";"343099"
"ENSG00000162639";212.963764043038;-0.84313167883709;0.188958628832697;-4.46199088152569;8.12016821976156e-06;0.000431090067354269;"HENMT1";"113802"
"ENSG00000197780";764.541626535459;0.559038719638629;0.184825983627975;3.02467601505578;0.00248899595133603;0.0391806861751399;"TAF13";"6884"
"ENSG00000198758";7.5288834322344;-3.03237017262401;0.704454450128618;-4.30456528746517;1.67313946796263e-05;0.000791273189207831;"EPS8L3";"79574"
"ENSG00000162775";466.255770528584;-0.719682869737279;0.223470713128143;-3.22047958617556;0.00127976306706163;0.0244748275920255;"RBM15";"64783"
"ENSG00000143125";7.18437474351154;1.58362625937594;0.492697716219399;3.21419443858503;0.0013081105975164;0.0248249486734577;"PROK1";"84432"
"ENSG00000177301";91.8615615507633;-1.23186791906823;0.359760010079578;-3.42413799353558;0.000616752945433247;0.0143904205980127;"KCNA2";"3737"
"ENSG00000259834";438.468430085934;-1.64448843449367;0.466218811209125;-3.5272888930173;0.000419838407290166;0.0105984376313309;NA;NA
"ENSG00000177272";177.66577853486;-1.50400158926827;0.496621149746377;-3.02846866275502;0.00245796568280658;0.0388504158082527;"KCNA3";"3738"
"ENSG00000143119";2239.82228230833;-2.51785241361968;0.448436956216592;-5.61472996084556;1.96869450698538e-08;2.8986359664673e-06;"CD53";"963"
"ENSG00000156171";1903.98794570636;-0.486409197825927;0.162504576136694;-2.99320308011988;0.00276065985481893;0.042141655975834;"DRAM2";"128338"
"ENSG00000162777";2145.07982917608;-1.18632864370558;0.278191603276568;-4.264430089668;2.00413079941376e-05;0.000915924548374277;"DENND2D";"79961"
"ENSG00000134242";304.162236478822;-2.26616179044874;0.390739783569116;-5.79966997409132;6.64455578971925e-09;1.13485215999382e-06;"PTPN22";"26191"
"ENSG00000116824";653.220298427714;-3.05848789743693;0.441275463555201;-6.93101735771976;4.17824774876235e-12;2.97342016577995e-09;"CD2";"914"
"ENSG00000225079";22.9277571174667;-3.29167188214254;0.612416043065718;-5.37489492545726;7.66273546686805e-08;8.87718993679144e-06;NA;NA
"ENSG00000134256";90.2650032963027;-1.38133732018473;0.442546684779068;-3.12133695199713;0.00180031911203611;0.031374296179322;"CD101";"9398"
"ENSG00000116830";1019.95532785933;-0.537768622280058;0.165417202558065;-3.25098365807081;0.00115006468027115;0.0225405135925407;"TTF2";"8458"
"ENSG00000183508";2052.61480652815;-1.1101397138104;0.230726761983518;-4.81149089193956;1.49808562787427e-06;9.99470565436029e-05;"TENT5C";"54855"
"ENSG00000134240";83.8779523777169;-3.5975577574616;0.679625281572969;-5.29344310019659;1.20034601606183e-07;1.25663724741626e-05;"HMGCS2";"3158"
"ENSG00000188610";18.0953144512142;-1.10260498393867;0.343666544816635;-3.20835705589838;0.00133495651369309;0.0252056318621433;"FAM72B";"653820"
"ENSG00000272583";3.34865160304336;-3.04416554320779;0.862444529805691;-3.52969430265114;0.000416040081364526;0.0105381542304274;NA;NA
"ENSG00000231752";6.39970537194369;-2.83771662407266;0.644962447033187;-4.39981682208956;1.08342293183529e-05;0.000544242487556724;"EMBP1";"647121"
"ENSG00000236334";4.0667530589901;-3.32197575162556;0.942424592760266;-3.52492472834971;0.000423603139461577;0.0106844508315334;"PPIAL4G";"644591"
"ENSG00000227242";64.4289560247658;-1.0764443216427;0.31023696488075;-3.46974875175327;0.000520945426815641;0.0125568853726554;NA;NA
"ENSG00000225603";6.78361688499222;-3.41073265753127;1.0502615830704;-3.24750777569159;0.00116420482989784;0.0227438955804125;NA;NA
"ENSG00000223491";7.91566417324985;-2.18589241673599;0.637979102557254;-3.4262758889345;0.000611918499333982;0.0143092364964727;NA;NA
"ENSG00000226675";12.8943896083784;-1.54800157536382;0.464961240998587;-3.3293131531549;0.000870604570872244;0.0183920029654247;NA;NA
"ENSG00000023902";1949.2516220993;-0.67831537186477;0.211476221533851;-3.20752549362242;0.00133882193814596;0.0252467185547284;"PLEKHO1";"51177"
"ENSG00000163131";1812.9010515416;-0.940832621108555;0.286394976110113;-3.28508772705156;0.00101950622930805;0.0206134790718878;"CTSS";"1520"
"ENSG00000143363";2795.73373652164;0.442149063688323;0.150737387312272;2.93324086062573;0.00335443549101265;0.0486151257478643;"PRUNE1";"58497"
"ENSG00000163154";106.241733635853;-1.70294512956046;0.533742431439825;-3.19057475900238;0.00141990100304681;0.0264255423910747;"TNFAIP8L2";"79626"
"ENSG00000163462";94.3301763037515;-1.10198405394791;0.308329631599691;-3.5740452457668;0.000351508148287978;0.00924843929945368;"TRIM46";"80128"
"ENSG00000273002";160.582940105122;-0.942230822442382;0.288380055223529;-3.26732312230137;0.00108569685832004;0.0216480276172966;NA;NA
"ENSG00000125462";19.656796173816;-1.44735370442554;0.413804012624232;-3.49767924009924;0.000469325223771147;0.0116508817386178;"C1orf61";"10485"
"ENSG00000187862";62.6381604172037;-4.70201360902347;0.635838122586647;-7.39498536183275;1.41423852495584e-13;2.81801168482701e-10;"TTC24";"164118"
"ENSG00000143297";1183.57451465049;-4.10226375674415;0.878958847918491;-4.66718523450664;3.05354025026031e-06;0.000184383164133314;"FCRL5";"83416"
"ENSG00000163518";22.5974154202766;-5.47866103625751;0.860879220437328;-6.36402982694174;1.96527950103119e-10;6.18318305329697e-08;"FCRL4";"83417"
"ENSG00000160856";396.720907543232;-4.63358970906805;0.745848734704329;-6.21250595927458;5.21462021929939e-10;1.37474765554731e-07;"FCRL3";"115352"
"ENSG00000227217";1.82934207243276;-4.57853203604764;1.07541318050962;-4.25746319556728;2.06759685325733e-05;0.000939185446003168;NA;NA
"ENSG00000132704";444.874122733897;-5.32254908555631;0.968054017922556;-5.49819430219245;3.83700011108188e-08;4.91504421372629e-06;"FCRL2";"79368"
"ENSG00000163534";641.350974885612;-6.68515147830215;1.00714806661555;-6.63770472276945;3.18605287278341e-11;1.4428474896155e-08;"FCRL1";"115350"
"ENSG00000158477";11.340990908018;-3.30918754138785;0.871569790723814;-3.79681303391627;0.000146568248081964;0.00464065504970531;"CD1A";"909"
"ENSG00000158481";86.7715947690233;-2.4653575759398;0.740846317564389;-3.32775842639662;0.000875477472135252;0.0184665816264295;"CD1C";"911"
"ENSG00000163564";434.674961778334;-2.53188751230994;0.526439903488603;-4.80945212460467;1.51344537633817e-06;0.000100523041896381;"PYHIN1";"149628"
"ENSG00000163568";188.555460974199;-4.40322953109289;0.624006569785551;-7.05638328873064;1.70892044694673e-12;1.45936923539402e-09;"AIM2";"9447"
"ENSG00000181036";108.164223016295;-2.51752703022269;0.42190735313957;-5.96701387517621;2.41634868582292e-09;5.05050670423505e-07;"FCRL6";"343413"
"ENSG00000260766";375.333415249034;-0.642038956752581;0.161725582647776;-3.96992823424161;7.18942830698676e-05;0.00261417059206237;NA;NA
"ENSG00000132681";6.7944526680302;-1.81062472236889;0.559754309941955;-3.23467759016746;0.00121780160314453;0.0234680026540213;"ATP1A4";"480"
"ENSG00000162734";9880.30523975403;0.512413220592285;0.155575747740406;3.29365745005;0.000988929373644563;0.0202314237158538;"PEA15";"8682"
"ENSG00000162739";738.917155275491;-3.85303355514753;0.556322259561768;-6.925902188747;4.3320571259497e-12;3.01118268459327e-09;"SLAMF6";"114836"
"ENSG00000066294";934.209739054114;-3.12078107052782;0.509088599285023;-6.13013348739439;8.78053703982133e-10;2.09953177266576e-07;"CD84";"8832"
"ENSG00000117090";224.13550607187;-2.7714979444741;0.463825821073535;-5.97529895610255;2.2966861539303e-09;4.86848598970374e-07;"SLAMF1";"6504"
"ENSG00000235101";3.75439407801003;-4.32559349019803;0.959579603697497;-4.50780057592976;6.55030985071037e-06;0.000357919947217335;NA;NA
"ENSG00000228863";7.10266665842622;-3.424818691343;0.756399861140706;-4.52778863044491;5.96041571967837e-06;0.000329909010084198;NA;NA
"ENSG00000117091";460.87404599197;-2.66231408677176;0.484619314712613;-5.49361943683683;3.93778575945408e-08;4.97469389595065e-06;"CD48";"962"
"ENSG00000122224";404.641480788058;-2.17922425076269;0.630808076526902;-3.45465496060393;0.000550997475884662;0.0131329852924375;"LY9";"4063"
"ENSG00000122223";70.6490052425424;-2.06166895858752;0.436547729004969;-4.72266563678323;2.32773371951431e-06;0.000146779816756462;"CD244";"51744"
"ENSG00000158773";2973.51831739337;-0.509076551583855;0.148155896354761;-3.43608701448415;0.000590181386722562;0.0139006552149335;"USF1";"7391"
"ENSG00000186517";1459.08179716961;-2.63111113345189;0.461705397330732;-5.69867960968875;1.20738886991389e-08;1.87956489233626e-06;"ARHGAP30";"257106"
"ENSG00000143217";83.2207647919356;-1.99200678352813;0.535893706129341;-3.71716771580696;0.000201468705912443;0.00597983927608443;"NECTIN4";"81607"
"ENSG00000158859";3446.81500946075;1.48250060301274;0.429026426414674;3.45549950244751;0.00054927420542079;0.013102359717336;"ADAMTS4";"9507"
"ENSG00000244682";551.762859234786;-1.67387312282671;0.483353132020855;-3.46304391538419;0.000534101215971337;0.0128222901559577;NA;NA
"ENSG00000213075";4.56474065956442;-2.31725465014042;0.667303450684208;-3.4725650643114;0.000515510039052844;0.0124660837841832;"RPL31P11";"641311"
"ENSG00000132185";195.158054684535;-5.0815302820066;1.18069197730456;-4.30385772045932;1.67849480262083e-05;0.000792551835000535;"FCRLA";"84824"
"ENSG00000198574";27.0011025000606;-1.40034408764242;0.444907469253802;-3.1474951184593;0.00164675855612586;0.0295437974093913;"SH2D1B";"117157"
"ENSG00000143228";41.2587934704449;-1.97234158087667;0.390202213354685;-5.05466528218756;4.31146239118487e-07;3.53177512062684e-05;"NUF2";"83540"
"ENSG00000273365";3.21023838961921;-1.82389086938638;0.573197232984851;-3.18196035226602;0.00146281842117538;0.0270056700373755;NA;NA
"ENSG00000143167";36.5585806616544;-4.8785995017018;0.76429318787533;-6.38315188345966;1.73479688718709e-10;5.63601566968858e-08;"GPA33";"10223"
"ENSG00000198821";610.572423116675;-2.46263603289211;0.421557144802744;-5.84176086979722;5.16519149164211e-09;9.47131340452092e-07;"CD247";"919"
"ENSG00000241666";30.3553309760537;-3.08315428597305;0.620163772662121;-4.97151627019147;6.64312881289754e-07;5.01405245173471e-05;NA;NA
"ENSG00000198771";1443.47226419065;-1.40604978099393;0.317246056164345;-4.43204810169664;9.33421867587469e-06;0.000482682460213181;"RCSD1";"92241"
"ENSG00000143185";28.7746206576288;-1.78677584425199;0.581503801287106;-3.07268127963587;0.00212144936374379;0.0350127001838421;"XCL2";"6846"
"ENSG00000227777";2.9354180064047;-2.52277019091388;0.73359983212425;-3.43889145068207;0.000584101391692063;0.0138337610905579;NA;NA
"ENSG00000143184";34.2351650390589;-1.35341033064885;0.38785127507285;-3.48950852461331;0.000483909623822399;0.0118943871269964;"XCL1";"6375"
"ENSG00000198734";197.648382608937;2.08664598190467;0.500762474047167;4.16693760025661;3.08718959317762e-05;0.00129596923806862;"F5";"2153"
"ENSG00000188404";689.77766798032;-2.7365803193334;0.458886433577526;-5.96352412948611;2.46854979606788e-09;5.09534935607515e-07;"SELL";"6402"
"ENSG00000117560";54.9096689244802;-2.35941536196318;0.565193701991979;-4.17452521789895;2.98608143080312e-05;0.00125528815591103;"FASLG";"356"
"ENSG00000117586";102.878391782864;-1.00965673005394;0.2381787854622;-4.23907078077773;2.24446889163931e-05;0.00100577107499561;"TNFSF4";"7292"
"ENSG00000185278";2537.23418101008;-0.577429984384514;0.181886318242784;-3.17467520351779;0.00150004302600771;0.0275228888915559;"ZBTB37";"84614"
"ENSG00000203737";6.33027482801406;-2.63246980083592;0.765813319382927;-3.43748239186685;0.000587148893401475;0.0138719103315175;"GPR52";"9293"
"ENSG00000120332";326.322416887363;2.50208593907381;0.622823728786197;4.01732596789472;5.88622762064651e-05;0.00223265808824243;"TNN";"63923"
"ENSG00000213057";24.0871373309182;-1.24057860794418;0.409086879274111;-3.03255535876749;0.00242492614629704;0.0385319604394854;"C1orf220";"400798"
"ENSG00000273062";9.55007881519661;-2.10795185589198;0.646834112575905;-3.25887552141835;0.00111854734311817;0.0221405705552708;NA;NA
"ENSG00000116191";1064.39384311453;-1.41602363352316;0.239093577724441;-5.92246620340069;3.17148998929212e-09;6.2776598867518e-07;"RALGPS2";"55103"
"ENSG00000135838";509.829870907771;-0.790448863940309;0.234533481909058;-3.37030285614747;0.000750856111977278;0.0166857534058653;"NPL";"80896"
"ENSG00000150681";55.3888130077854;-1.2163841414301;0.407291168039664;-2.98652226436602;0.00282170290711633;0.0428763996902897;"RGS18";"64407"
"ENSG00000090104";3853.1781895446;-2.32414380888538;0.499003315446314;-4.65757187766707;3.19960728045204e-06;0.000192034261055083;"RGS1";"5996"
"ENSG00000127074";44.1924306601391;-4.30254410175235;0.642380135146623;-6.69781624048865;2.11557055218114e-11;1.06828318366025e-08;"RGS13";"6003"
"ENSG00000066279";61.6549888884193;-2.52256924210624;0.498688572225112;-5.05840595233759;4.22775668261562e-07;3.50037173093347e-05;"ASPM";"259266"
"ENSG00000081237";3156.54068225236;-2.36259409822517;0.419314092682349;-5.63442569533419;1.75642669751756e-08;2.62297610168761e-06;"PTPRC";"5788"
"ENSG00000236278";3.18332124882107;-2.54842030339529;0.871057354129623;-2.92566303620928;0.00343723017444723;0.049320870227582;NA;NA
"ENSG00000170128";12.401706762885;-2.79721285595572;0.540350542520803;-5.17666336172509;2.25889266133685e-07;2.08382848008324e-05;"GPR25";"2848"
"ENSG00000116852";1000.01245596457;-2.58343347813665;0.416454736788959;-6.2033955912136;5.52577052424656e-10;1.43617178434092e-07;"KIF21B";"23046"
"ENSG00000143862";2572.36765524521;0.307739435640753;0.0999402493134428;3.07923421999469;0.00207533452015039;0.0345569211547494;"ARL8A";"127829"
"ENSG00000143851";672.540267827289;-3.080127004532;0.456313522104681;-6.75002351524749;1.47821195716543e-11;7.88969235494957e-09;"PTPN7";"5778"
"ENSG00000122188";181.083547614377;-3.62749218890406;0.602515329614464;-6.02058073978833;1.73792387620878e-09;3.87647811462718e-07;"LAX1";"54900"
"ENSG00000240710";28.6435985619441;-2.68032395978407;0.51362828094362;-5.21841195126537;1.80463731581309e-07;1.72880784398517e-05;NA;NA
"ENSG00000170382";889.32340549706;-1.21054978767715;0.321694720100747;-3.7630390306003;0.00016786099148144;0.00520456138422071;"LRRN2";"10446"
"ENSG00000240219";395.008641218596;-2.30499215397536;0.404707344388504;-5.69545422373816;1.23043896552586e-08;1.9055228103939e-06;NA;NA
"ENSG00000158711";3986.16225168091;-0.375232334670102;0.119526680597279;-3.13931862572484;0.00169341208551124;0.0301374361291372;"ELK4";"2005"
"ENSG00000136653";1975.9463662939;-1.15202592182191;0.280152861255965;-4.11213334269448;3.92019758477352e-05;0.0015855316050243;NA;NA
"ENSG00000162892";238.169359825074;-3.82545385900758;0.518992041611056;-7.37092971046838;1.69442170521884e-13;2.95165095019376e-10;"IL24";"11009"
"ENSG00000162894";1186.29539726704;-3.92912404733489;0.534042473768871;-7.35732500751501;1.8763213240216e-13;2.95165095019376e-10;"FCMR";"9214"
"ENSG00000271680";33.546369312987;-4.51450628969928;0.663618062957599;-6.80286830888708;1.02556391832092e-11;6.10482992954926e-09;NA;NA
"ENSG00000226945";25.3901063206837;-3.06729205772873;0.60294089174539;-5.08721849806794;3.63353133553123e-07;3.07656141891481e-05;NA;NA
"ENSG00000162896";79.9528592984201;-2.03004746800081;0.515132680253334;-3.94082446293732;8.12020336537906e-05;0.00290247254607726;"PIGR";"5284"
"ENSG00000123843";6.2663737313903;-2.12587216671592;0.656316139614224;-3.23909780424643;0.00119908447985579;0.0232324916324293;"C4BPB";"725"
"ENSG00000117322";366.818628144111;-4.65043832042166;0.994461992531029;-4.67633590358313;2.92046091514851e-06;0.000179239540642451;"CR2";"1380"
